,AO3,AOA1,AOA3,AOA4,AOA6,AOA7,GBM1,GBM11,GBM15,GBM21,GBM24,GBM25,GBM28,GBM3,GBM31,GBM4,GBM5,GBM6,GBM9,GNN1,GS1,O1,O3,O4,O5,sGBM3
IMAGE.33267,-2.9044167823805,-1.76178817176965,-2.68918759116855,-2.21280350380418,-3.63665873994381,-3.11564931731486,-2.95042440210198,0.750431444002015,-2.44722958183293,0.489729142546959,0.300427331240307,1.7481093402293,-0.13354363625052,1.36288908232871,0.970749908831447,1.24657931456915,0.20711888351492,-2.32886254116129,1.1958475815381,-3.41290360892812,-0.536442977425775,-2.82425077422866,-3.92591451798474,-3.5758178848844,-2.4243160064691,-0.677155997194009
SOCS3,-0.399750115713831,-0.251454838436313,-1.13518759116855,-0.68347017047085,-0.472325406610481,-1.39064931731486,-1.55542440210198,1.36443144400202,0.278770418167069,1.50072914254696,0.829427331240307,1.00044267356263,1.47278969708281,2.87588908232871,0.197749908831447,1.46591264790248,1.75978555018159,0.0328041255053775,0.329514248204764,-1.48790360892812,1.62289035590755,-0.670917440895332,-1.57124785131807,-0.85748455155107,0.0186839935309004,1.69784400280599
PDPN,-1.0994167823805,-0.231788171769646,-0.831187591168553,0.516196496195817,-0.632658739943814,-0.139649317314857,-1.50242440210198,2.49143144400202,-0.376229581832931,2.30972914254696,1.48642733124031,1.2241093402293,1.98045636374948,2.35788908232871,1.00074990883145,3.13357931456915,2.26111888351492,-0.389862541161289,1.8558475815381,-1.03690360892812,1.92555702257423,-1.91825077422866,-1.25391451798474,-2.3698178848844,-1.3693160064691,-0.0701559971940093
CHI3L2,-1.5829167823805,0.446711828230354,1.10781240883145,1.26569649619582,0.848841260056186,1.50085068268514,0.978075597898015,2.28743144400202,3.84427041816707,2.63722914254696,5.07542733124031,0.416609340229304,3.12795636374948,3.94538908232871,2.53374990883145,3.41557931456915,4.94261888351492,1.94113745883871,3.6783475815381,-1.62790360892812,3.62205702257423,-1.79475077422866,-0.864414517984739,0.1216821151156,0.7146839935309,0.77434400280599
MASP1,2.7195832176195,2.63421182823035,2.48381240883145,-0.486803503804183,1.75234126005619,1.38140068268514,1.27257559789802,1.02343144400202,-1.11722958183293,-0.372270857453041,1.11142733124031,-0.170890659770696,0.14245636374948,-2.07811091767129,0.867749908831447,-1.01942068543085,-0.74188111648508,-1.47486254116129,-0.501152418461903,2.49109639107188,-0.0984429774257748,2.75774922577134,0.323085482015261,2.1351821151156,1.6736839935309,-2.80515599719401
PLP2,-2.85275011571383,-2.91878817176965,-4.08185425783522,-3.42147017047085,-2.85065873994381,-2.25964931731486,-3.09709106876866,-1.89056855599798,-2.76922958183293,-1.39793752411971,-1.99590600209302,-2.38322399310403,-0.984210302917187,-0.982444251004618,-1.64125009116855,-0.0897540187641812,-0.79888111648508,-3.18852920782796,-1.32381908512857,-4.01590360892812,-1.78144297742577,-2.86891744089533,-3.17958118465141,-4.29615121821773,-3.06664933980243,-1.84882266386068
S100A11,-3.1934167823805,-3.00478817176965,-1.85218759116855,-1.33380350380418,-1.79065873994381,-2.01664931731486,-2.75942440210199,-0.716568555997985,-0.702229581832931,-0.212270857453041,-1.23157266875969,-1.6818906597707,-0.47554363625052,0.0718890823287146,-1.24525009116855,-0.102420685430848,-0.33988111648508,-1.94186254116129,-0.634152418461903,-2.56690360892812,-1.10144297742577,-3.24725077422866,-3.42891451798474,-3.7068178848844,-2.0313160064691,-1.35415599719401
SETD5,1.9685832176195,1.59321182823035,1.07381240883145,-0.832803503804183,0.618341260056186,0.775350682685143,-1.10242440210198,0.185431444002015,-0.94422958183293,-0.424270857453041,-3.61357266875969,0.0931093402293036,-0.67054363625052,-1.38311091767129,-0.261250091168553,-1.23342068543085,-0.75288111648508,-1.32886254116129,-2.3481524184619,1.27709639107188,-1.52844297742577,1.21674922577134,0.937085482015261,1.7431821151156,1.2366839935309,0.301844002805991
T97457,-2.8794167823805,-1.74478817176965,-3.13218759116855,-2.01680350380418,-3.01565873994381,-2.46164931731486,-3.34142440210198,0.767431444002015,-2.51022958183293,0.439729142546959,-0.974572668759693,-0.309890659770696,-0.28254363625052,-0.107110917671285,-0.260250091168553,-0.462420685430848,-0.76688111648508,-1.89286254116129,-0.810152418461903,-3.35790360892812,-1.23844297742577,-3.23225077422866,-1.32091451798474,-2.7328178848844,-3.1353160064691,0.508844002805991
UBA52,0.8495832176195,1.07921182823035,0.797812408831447,1.16219649619582,0.474341260056186,1.64335068268514,0.177575597898015,-1.19656855599798,-0.217229581832931,-1.29327085745304,-0.352572668759693,0.105109340229304,-1.18154363625052,-1.93711091767129,-0.465250091168553,-2.35242068543085,-1.99088111648508,0.666137458838711,-1.0701524184619,1.11909639107188,-0.898442977425775,1.34174922577134,1.87208548201526,0.6801821151156,0.9556839935309,-1.30515599719401
DLL3,4.3275832176195,3.48021182823035,4.23381240883145,-0.817803503804183,3.20534126005619,4.75835068268514,-1.35442440210198,3.19943144400202,-0.97222958183293,-3.02427085745304,1.43842733124031,-2.1588906597707,0.31345636374948,-4.09111091767129,0.253749908831447,-2.29142068543085,-3.71188111648508,0.487137458838711,-2.3871524184619,5.17309639107188,0.341557022574225,4.54074922577134,1.62208548201526,4.3091821151156,3.4096839935309,-0.128155997194009
TSPYL1,0.651583217619499,0.913211828230354,0.616812408831447,-0.125803503804183,-0.939658739943814,0.208350682685143,-1.13842440210198,-1.10556855599798,-1.24422958183293,-1.49327085745304,-0.872572668759693,-0.873890659770696,-1.22354363625052,-0.991110917671285,-1.08425009116855,-1.11142068543085,-1.33088111648508,0.756137458838711,-1.3701524184619,-0.837903608928116,-0.586442977425775,0.363749225771338,1.31908548201526,1.5031821151156,-0.4083160064691,-1.08515599719401
FAM84B,2.7995832176195,2.28221182823035,1.22981240883145,-1.19880350380418,2.51034126005619,2.72535068268514,0.701575597898015,-0.337568555997985,-0.814229581832931,-1.25027085745304,0.0354273312403067,0.453109340229304,0.95345636374948,-2.30511091767129,0.252749908831447,-1.85342068543085,-0.0738811164850795,-0.99886254116129,-1.5311524184619,2.04709639107188,-1.76144297742577,1.35574922577134,0.211085482015261,4.4261821151156,0.2486839935309,-1.67415599719401
RALY,0.469583217619499,0.502211828230354,0.737812408831447,0.452196496195817,0.478341260056186,-0.273649317314857,0.427575597898015,2.87643144400202,1.05477041816707,2.17472914254696,2.45942733124031,1.8701093402293,2.54445636374948,3.40788908232871,1.40974990883145,2.71157931456915,3.27211888351492,-0.192862541161289,2.8348475815381,0.558096391071884,1.88555702257423,0.124749225771338,-0.411914517984739,0.0581821151155999,-0.0123160064690996,0.147844002805991
LOC613212,0.667583217619499,0.061211828230354,-0.494187591168553,0.375196496195817,0.257341260056186,1.41735068268514,0.140575597898015,-0.958568555997985,-0.133229581832931,-0.424270857453041,-0.188572668759693,-0.842890659770696,-0.0335436362505203,-0.996110917671285,-0.330250091168553,-0.324420685430848,0.0601188835149205,0.426137458838711,-0.0601524184619031,0.819096391071884,0.357557022574225,1.10374922577134,0.812085482015261,0.7841821151156,0.8366839935309,-0.236155997194009
CLIC1,-2.7474167823805,-3.21778817176965,-2.80618759116855,-2.26680350380418,-2.77665873994381,-3.17664931731486,-3.58942440210198,-1.00956855599798,-1.48622958183293,-0.519270857453041,-2.03357266875969,-1.4668906597707,-1.30554363625052,-0.851110917671285,-3.28525009116855,-0.384420685430848,-1.14488111648508,-2.65086254116129,-0.773152418461903,-3.14190360892812,-1.96244297742577,-3.79425077422866,-3.26591451798474,-3.4088178848844,-2.8773160064691,-0.94615599719401
VEGF,-0.600083449047171,0.0668784948970209,-1.97818759116855,-2.79480350380418,-1.50199207327714,-3.89031598398153,-0.933091068768655,1.73443144400201,-2.24156291516626,0.630062475880289,-0.317906002093026,0.716442673562637,1.01512303041615,0.778555748995385,0.627749908831447,2.15257931456915,1.86845221684825,-0.68986254116129,1.01218091487143,-3.74590360892812,0.701557022574225,-1.51858410756199,-2.43658118465141,-1.11348455155107,-1.5653160064691,0.99717733613932
AA281932,-2.2504167823805,-0.633788171769646,-1.62518759116855,-1.18580350380418,-0.332658739943814,-0.347649317314857,-1.42642440210198,0.931431444002015,-0.542229581832931,1.43772914254696,0.0394273312403067,0.583109340229303,1.15545636374948,3.19688908232871,0.619749908831447,3.25457931456915,2.00811888351492,-0.94286254116129,2.7748475815381,-0.799903608928116,1.51755702257423,-1.72825077422866,-1.54691451798474,-0.4178178848844,-0.3083160064691,-0.70215599719401
COL1A1,-1.26285011571383,-0.809788171769646,-1.95818759116855,1.19819649619582,-1.69565873994381,-0.876649317314857,-0.0404244021019847,1.34243144400202,-1.09722958183293,2.78572914254696,0.867427331240307,-1.3998906597707,1.42645636374948,3.59988908232871,0.652749908831447,3.00257931456915,0.263118883514921,3.03713745883871,1.6888475815381,-0.891903608928116,1.15855702257423,-2.41925077422866,-1.99091451798474,-1.6488178848844,-1.0513160064691,2.40084400280599
CD47,0.056583217619499,-0.052788171769646,-0.406187591168553,-0.223803503804183,-0.542658739943814,0.383350682685143,-0.386424402101985,0.654431444002015,-0.107229581832931,1.22272914254696,0.308427331240307,1.7641093402293,1.17845636374948,1.94588908232871,0.494749908831447,1.72257931456915,1.90611888351492,-0.0998625411612895,1.8968475815381,-0.291903608928116,1.31355702257423,-0.300250774228662,-0.843914517984739,-0.1108178848844,-0.3943160064691,0.83384400280599
IFI30,-1.0294167823805,-1.82278817176965,-0.466187591168553,0.462196496195817,-0.358658739943814,-1.00364931731486,-1.09742440210198,1.54843144400202,1.92477041816707,1.92572914254696,0.842427331240307,-0.679890659770696,0.64445636374948,1.53388908232871,0.431749908831447,1.98457931456915,1.33511888351492,-0.187862541161289,1.7258475815381,-1.62990360892812,0.430557022574225,-2.27725077422866,-1.89491451798474,-0.7078178848844,0.1216839935309,0.476844002805991
ATP6V1C1,1.8595832176195,1.84421182823035,1.56381240883145,1.87019649619582,1.82434126005619,1.42635068268514,1.85057559789802,-0.154568555997985,1.15377041816707,-0.0812708574530414,1.01642733124031,1.0371093402293,0.25545636374948,-0.161110917671285,0.573749908831447,0.397579314569152,0.17211888351492,1.54613745883871,-0.0211524184619031,2.07609639107188,0.607557022574225,2.13674922577134,2.06708548201526,2.0031821151156,1.9886839935309,-0.209155997194009
PSD3,0.269583217619499,-0.654788171769646,-0.426187591168553,-0.298803503804183,-0.950658739943814,0.459350682685143,-1.25742440210198,-1.63956855599798,-1.51822958183293,-2.58827085745304,-0.683572668759693,-1.0358906597707,-1.04454363625052,-2.00111091767129,-1.56825009116855,-1.65542068543085,-1.55188111648508,-1.15486254116129,-2.5661524184619,-0.350903608928116,-1.37444297742577,-0.149250774228662,0.0610854820152613,0.7551821151156,-0.6033160064691,-1.35115599719401
RUNX1,-1.3194167823805,-0.467788171769646,-1.02518759116855,-0.790803503804183,-0.648658739943814,-1.19364931731486,-1.32142440210198,-0.222568555997985,0.147770418167069,0.236729142546959,-0.943572668759693,0.0261093402293035,-0.29354363625052,0.729889082328715,0.371749908831447,0.979579314569152,0.56411888351492,-1.66286254116129,-0.193152418461903,-0.737903608928116,-0.373442977425775,-2.22225077422866,-1.32691451798474,-1.4488178848844,-1.0143160064691,0.88584400280599
LHFPL2,-0.227416782380501,0.366211828230354,1.21681240883145,1.22019649619582,1.07634126005619,1.36935068268514,1.06757559789802,1.02343144400202,1.66277041816707,1.49272914254696,1.44742733124031,1.0061093402293,1.00645636374948,1.37188908232871,0.148749908831447,1.36257931456915,1.49611888351492,0.477137458838711,1.8428475815381,1.41009639107188,0.434557022574225,-0.432250774228662,-0.440914517984739,-0.1098178848844,0.4406839935309,1.87784400280599
C9orf48,1.2395832176195,0.369211828230354,0.501812408831447,0.661196496195817,0.899341260056186,0.735350682685143,0.644575597898015,-0.863568555997985,-0.177229581832931,-1.87827085745304,0.285427331240307,-0.262890659770696,-0.61054363625052,-0.860110917671285,-1.07325009116855,-1.37582068543085,-1.49188111648508,0.646137458838711,-1.1141524184619,0.955096391071884,0.0985570225742252,1.38574922577134,1.67308548201526,0.6531821151156,0.4796839935309,-0.493155997194009
CA12,1.6955832176195,-0.0157881717696461,-1.32818759116855,-3.42680350380418,-1.72265873994381,-0.796649317314857,2.05857559789802,1.79243144400202,-1.96022958183293,0.412729142546959,-0.0365726687596933,2.5901093402293,-0.0535436362505203,2.71488908232871,1.04174990883145,3.20957931456915,2.18411888351492,-1.15186254116129,1.6658475815381,-2.01990360892812,0.794557022574225,0.214749225771338,-2.82691451798474,0.3711821151156,-0.9805660064691,0.493844002805991
EDNRB,2.3125832176195,2.13621182823035,2.62881240883145,0.746696496195817,2.89134126005619,1.75035068268514,2.40157559789801,0.962931444002015,0.371270418167069,0.556729142546959,0.385927331240307,0.558609340229304,0.93645636374948,-0.352110917671285,1.34924990883145,-0.729920685430848,-0.0628811164850795,-0.133862541161289,0.179847581538097,4.37309639107188,-0.0914429774257748,3.02824922577134,1.19158548201526,2.5081821151156,2.6841839935309,1.29834400280599
PPP3CA,0.347583217619499,0.668211828230354,0.264812408831447,0.290196496195817,0.311341260056186,-0.302649317314857,0.321575597898015,-0.686568555997985,-0.855229581832931,-0.625270857453041,0.141427331240307,-0.0738906597706965,0.0974563637494797,-0.949110917671285,0.0177499088314468,-0.901420685430848,-0.78088111648508,-0.349862541161289,-0.035152418461903,1.58209639107188,-0.479442977425775,0.848749225771338,2.75808548201526,1.8751821151156,0.0356839935309004,-0.108155997194009
LGALS3,-2.4724167823805,-3.98678817176965,-2.36618759116855,-1.30880350380418,-2.68165873994381,-1.95064931731486,-2.53042440210199,-0.124568555997985,-0.885229581832931,0.162729142546959,-2.27057266875969,0.765109340229303,-1.84754363625052,0.745889082328715,-0.302250091168553,0.363579314569152,0.677118883514921,-1.59886254116129,0.901847581538097,-3.42390360892812,-0.961442977425775,-2.78725077422866,-2.09991451798474,-2.9888178848844,-2.1083160064691,1.01984400280599
STEAP3,-1.1764167823805,-0.782788171769646,-1.38118759116855,-1.70380350380418,-0.486658739943814,-0.817649317314857,0.266575597898015,-0.597568555997985,-1.11222958183293,0.448729142546959,-0.980572668759693,0.859109340229304,0.0734563637494797,1.71488908232871,0.348749908831447,1.89657931456915,0.655118883514921,-0.621862541161289,1.5518475815381,-0.829903608928116,0.198557022574225,-1.22325077422866,-1.69491451798474,-2.3638178848844,-1.7253160064691,-1.52315599719401
IGFBP3,-4.2554167823805,-3.71878817176965,-4.37518759116855,-4.66880350380418,-3.15265873994381,-3.77464931731486,-3.58342440210198,-0.112568555997985,-4.66422958183293,0.461729142546959,-2.06157266875969,-2.7568906597707,-2.00354363625052,0.607889082328715,-1.76125009116855,-0.378420685430848,0.150118883514921,-3.19186254116129,-3.1131524184619,-5.47490360892812,-0.960442977425775,-4.18625077422866,-3.60691451798474,-3.9138178848844,-3.7223160064691,-1.71715599719401
KLRC3,2.4265832176195,1.00021182823035,2.22481240883145,-1.14680350380418,1.15334126005619,1.36835068268514,-1.23842440210198,-2.05356855599798,-1.22622958183293,-2.76227085745304,1.13842733124031,-1.6698906597707,-1.49254363625052,-3.68211091767129,-2.03225009116855,-2.86542068543085,-2.05188111648508,-1.87786254116129,-2.5051524184619,1.51409639107188,-3.06844297742578,2.27374922577134,-0.475914517984739,3.1371821151156,0.8626839935309,2.24984400280599
KLRC2,1.9185832176195,0.634211828230354,2.36481240883145,-1.46380350380418,1.53034126005619,0.523350682685143,-2.02142440210198,-3.03156855599799,-1.25522958183293,-3.48227085745304,0.455427331240307,-2.9998906597707,-1.31254363625052,-4.76811091767129,-3.63725009116855,-4.11842068543085,-4.17088111648508,-2.68386254116129,-3.1381524184619,-0.406903608928116,-4.59344297742577,2.33974922577134,-0.946914517984739,3.6851821151156,0.5476839935309,2.46484400280599
KLRC1,1.4045832176195,0.219211828230354,2.11881240883145,-1.33380350380418,1.46734126005619,0.201350682685143,-2.52942440210198,-2.56156855599798,-0.99422958183293,-3.44327085745304,0.230427331240307,-2.3018906597707,-1.34554363625052,-3.90211091767129,-3.41825009116855,-3.54442068543085,-4.00488111648508,-2.76686254116129,-2.6841524184619,-0.202903608928116,-4.28344297742577,2.25874922577134,-0.493914517984739,3.4591821151156,0.5576839935309,2.50384400280599
NPL,0.572583217619499,0.579211828230354,0.603812408831447,1.36519649619582,1.56334126005619,0.697350682685143,2.61657559789802,2.12843144400202,2.44277041816707,2.57372914254696,3.24142733124031,1.5641093402293,3.25045636374948,3.64288908232871,1.88574990883145,4.10857931456915,3.87511888351492,1.37713745883871,4.4048475815381,1.15809639107188,2.67455702257423,0.961749225771338,1.32608548201526,0.7641821151156,1.3226839935309,1.01784400280599
ARPP.19,2.0175832176195,1.24221182823035,1.56581240883145,2.05219649619582,0.768341260056186,1.93135068268514,1.87157559789802,0.172431444002015,0.834770418167069,-0.416270857453041,1.03342733124031,1.2411093402293,0.33045636374948,-0.536110917671285,0.679749908831447,0.218579314569152,-0.431881116485079,1.50513745883871,-0.631152418461903,1.83309639107188,1.25055702257423,2.28374922577134,2.71208548201526,2.3191821151156,1.7536839935309,0.322844002805991
PDE2A,2.6195832176195,1.41121182823035,2.11981240883145,1.96319649619582,2.35834126005619,2.62735068268514,1.54157559789802,-0.777568555997985,0.649770418167069,-0.996270857453041,-0.583572668759693,1.2791093402293,-0.39654363625052,-1.53711091767129,1.00074990883145,-0.235420685430848,-0.59288111648508,1.76313745883871,-1.2531524184619,2.13009639107188,1.58655702257423,2.54974922577134,3.26708548201526,3.0231821151156,1.8296839935309,-1.57015599719401
COL4A2,-0.702416782380501,0.731211828230354,-0.232187591168553,-0.535803503804183,-1.04965873994381,-0.427649317314857,-0.871424402101985,2.71343144400202,-1.10222958183293,2.27872914254696,0.914427331240307,1.9841093402293,2.35945636374948,1.79288908232871,1.90674990883145,1.37157931456915,1.08411888351492,0.364137458838711,1.3368475815381,-0.762903608928116,0.521557022574225,-1.23025077422866,-1.78991451798474,0.1851821151156,-0.2963160064691,2.56984400280599
TIMP3,1.8355832176195,1.61921182823035,1.27581240883145,0.157196496195817,2.17434126005619,3.07435068268514,2.17857559789802,0.331431444002015,0.102770418167069,-0.538270857453041,0.170427331240307,0.899109340229304,0.00445636374947966,-0.933110917671285,0.749749908831447,-0.770420685430848,0.80611888351492,0.184137458838711,-1.1071524184619,2.83709639107188,0.00555702257422519,2.75074922577134,0.723085482015261,1.3631821151156,1.1896839935309,-0.363155997194009
PLAUR,-2.2084167823805,-1.68578817176965,-1.23328759116855,-1.57980350380418,-1.32965873994381,-1.99464931731486,-2.30142440210198,0.595431444002015,0.144770418167069,0.503729142546959,-1.00257266875969,-0.110890659770696,-0.66254363625052,1.57988908232871,-0.665250091168553,1.69757931456915,0.94111888351492,-2.64086254116129,0.586847581538097,-1.84490360892812,-0.0854429774257748,-2.45225077422866,-2.95391451798474,-1.6038178848844,-0.5373160064691,-0.484155997194009
PNCK,1.7835832176195,1.08921182823035,1.81081240883145,1.64319649619582,1.17434126005619,1.13135068268514,0.997575597898015,0.241431444002015,0.66077041816707,-0.131270857453041,0.637427331240307,0.881109340229304,0.27845636374948,0.0658890823287146,0.627749908831447,-0.195420685430848,0.667118883514921,1.95613745883871,0.210847581538097,2.66809639107188,1.22155702257423,1.85774922577134,3.39408548201526,1.9811821151156,1.5346839935309,0.455844002805991
WDR7,1.4385832176195,1.55621182823035,2.01181240883145,1.70919649619582,1.12234126005619,2.03735068268514,2.39857559789802,1.36543144400202,1.30977041816707,-0.146270857453041,0.859427331240307,1.5041093402293,0.60545636374948,-0.127110917671285,0.821749908831447,0.0785793145691518,0.45111888351492,1.72213745883871,-0.00415241846190306,1.00809639107188,0.739557022574225,2.16374922577134,2.57508548201526,1.9801821151156,1.6416839935309,-0.0221559971940093
X37864,5.0065832176195,3.81321182823035,3.80181240883145,3.68919649619582,4.08734126005619,3.89135068268514,4.02257559789802,2.63543144400202,2.51477041816707,-0.0132708574530414,2.52242733124031,2.8211093402293,2.34445636374948,-0.769110917671285,2.80474990883145,0.674579314569152,1.60811888351492,3.72513745883871,1.4508475815381,5.26409639107188,3.14155702257422,4.33974922577134,4.91608548201526,4.9911821151156,3.9926839935309,2.77484400280599
